rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
77,100,A,high,Elevated hair by Samantha Lynn,beauty and spa,Fort Bragg,(707) 964-5179,,No real website; high-fit niche; has phone,"Hi, I came across Elevated hair by Samantha Lynn in Fort Bragg and noticed you don't have a website yet — for a beauty and spa, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,02b2a5af-9818-40e1-89cf-38230154511f
78,100,A,high,HairbyJesssa,beauty and spa,Lakeport,(707) 263-0695,hairbyjessicabean@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across HairbyJesssa in Lakeport and noticed you don't have a website yet — for a beauty and spa, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",https://www.instagram.com/jesslovescolor,8e41d315-7e49-483f-b423-a71346e83a23
79,100,B,high,Taylor B,beauty and spa,Lakeport,(707) 671-4254,lashedbytstylez@gmail.com,DIY site (Square) — upsell; high-fit niche; has phone + email,"Hi, I found Taylor B in Lakeport and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://squareup.com/appointments/book/d03c0d74-d9fd-40fe-9e35-0d47efa363d3/029XPANA1JSGR/services,f461747b-ee12-46ab-a2f9-13a73463bdd0
80,100,A,high,Adris Salon,beauty salon,Willits,(707) 459-0913,adri25hairdresser@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Adris Salon in Willits and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,c1f32ce1-4642-462f-b6b1-7a9d79a28bfd
81,100,A,high,Alyssa's Hair Salon,beauty salon,Ukiah,(707) 462-4356,cherry.williams@qklink.com,No real website; high-fit niche; has phone + email,"Hi, I came across Alyssa's Hair Salon in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",https://www.facebook.com/AlyssasHairSalon,c217bb96-d1f1-4e59-a97e-1da6b0c50e60
82,100,A,high,Beauty hair by Patty,beauty salon,Redwood Valley,(707) 272-9425,ec980873@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Beauty hair by Patty in Redwood Valley and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Redwood Valley businesses and can send a free mockup.",https://www.instagram.com/beauty_hair_by_patty?igshid=NGVhN2U2NjQ0Yg%3D%3D&utm_source=qr,8e0b57e2-b2c7-47ed-a91c-703f32b619a3
83,100,A,high,Bliss Beauty Bar,beauty salon,Lakeport,(707) 263-0208,,No real website; high-fit niche; has phone,"Hi, I came across Bliss Beauty Bar in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,69911dad-25d6-44e3-9ffc-d86848a1c77c
84,100,A,high,Blonde & Beyond,beauty salon,Lakeport,(707) 349-3428,kaitlinnbour@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Blonde & Beyond in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,bba93558-1cb3-4164-a7ae-c67f408634f5
85,100,A,high,Blondies,beauty salon,Lakeport,(707) 263-5489,,No real website; high-fit niche; has phone,"Hi, I came across Blondies in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,dc38d37c-ec31-4fc4-b6eb-c8ca5876f7d2
86,100,A,high,Bombshell Beauty Lounge,beauty salon,Gualala,(707) 684-6958,bombshellbeautyloungegualala@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Bombshell Beauty Lounge in Gualala and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Gualala businesses and can send a free mockup.",,90bb609b-9be5-4255-9934-bf3e528ac608
87,100,A,high,Boulevard Kuts,beauty salon,Cloverdale,(707) 894-9242,,No real website; high-fit niche; has phone,"Hi, I came across Boulevard Kuts in Cloverdale and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,2b43ff84-7ac3-4b03-bc91-206f695e75d6
88,100,A,high,By the Blade Beauty Salon,beauty salon,Cloverdale,(707) 326-7651,jlynaustin24@hotmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across By the Blade Beauty Salon in Cloverdale and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",https://linktr.ee/beautybykeanna,ec1d5708-d25b-4a42-93e0-e214c881cf24
89,100,A,high,Divine Reflections Day Spa,beauty salon,Fort Bragg,(707) 962-9400,,No real website; high-fit niche; has phone,"Hi, I came across Divine Reflections Day Spa in Fort Bragg and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,03af951d-bd28-4a18-814c-31a0ac1d6fbd
90,100,A,high,Dream Beauty Lounge,beauty salon,Ukiah,(707) 621-9097,dreamsalonukiah@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Dream Beauty Lounge in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,49ba87c9-e171-49f1-838b-bfeb3308fa1b
91,100,A,high,Flawless Skin,beauty salon,Lakeport,(707) 972-2366,makeupbytessa@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Flawless Skin in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,7e05b128-5bdd-4364-ac28-d24e016670b6
92,100,A,high,Flutter and Bronze,beauty salon,Ukiah,(707) 272-7386,,No real website; high-fit niche; has phone,"Hi, I came across Flutter and Bronze in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,4bb61158-f0c0-4e13-b6c3-4fea3b0538e7
93,100,A,high,Hair by Kaitlinn,beauty salon,Lakeport,(707) 263-4016,kaitundead@live.com,No real website; high-fit niche; has phone + email,"Hi, I came across Hair by Kaitlinn in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",http://Instagram.com/hairbykaitlinn,c6c9a6b3-edfb-474e-84bc-f0b7947d33e2
94,100,A,high,Hair by Taylor,beauty salon,Gualala,(707) 239-9159,lauren.taylor7461@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Hair by Taylor in Gualala and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Gualala businesses and can send a free mockup.",,99ee4dc5-2d24-406f-b941-6e8c0753f2bf
95,100,A,high,Haute Mess Beauty Bar,beauty salon,Ukiah,(707) 234-7207,stefaniehautemess@yahoo.com,No real website; high-fit niche; has phone + email,"Hi, I came across Haute Mess Beauty Bar in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,7e8c5e22-e0b9-4a5d-b887-bd24562d7ba9
96,100,A,high,Headquarters For Hair,beauty salon,Kelseyville,(707) 279-0853,,No real website; high-fit niche; has phone,"Hi, I came across Headquarters For Hair in Kelseyville and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,54b57cf3-84ba-4ee1-915c-8d475c9fd39e
97,100,A,high,Hortencia's Beauty Shop,beauty salon,Ukiah,(707) 472-6210,lupitaem@live.com,No real website; high-fit niche; has phone + email,"Hi, I came across Hortencia's Beauty Shop in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,b00cdeb6-32d3-41a1-876c-6bfe8c7f383f
98,100,A,high,Jk Nail & Spa,beauty salon,Lakeport,(707) 900-5166,,No real website; high-fit niche; has phone,"Hi, I came across Jk Nail & Spa in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,7cd9dd07-765f-47c2-9880-10ce61ac3e1b
99,100,A,high,Kabana Salon,beauty salon,Lakeport,(707) 263-1885,,No real website; high-fit niche; has phone,"Hi, I came across Kabana Salon in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,ce4b708b-6244-497f-b6e6-488fec980594
100,100,A,high,Lash Lounge by Chelcy Gibbs,beauty salon,Ukiah,(707) 972-8018,,No real website; high-fit niche; has phone,"Hi, I came across Lash Lounge by Chelcy Gibbs in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,846a4f7e-d293-4a48-a393-1c5ac40ed250
101,100,A,high,LÕU . KOKO Beauty Lounge,beauty salon,Kelseyville,(707) 701-5656,lou.kokobeautylounge@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across LÕU . KOKO Beauty Lounge in Kelseyville and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,4653a4e2-f571-4a4e-be83-7380e384f2ed
102,100,A,high,Maggies Beauty Salon,beauty salon,Ukiah,(707) 489-8303,,No real website; high-fit niche; has phone,"Hi, I came across Maggies Beauty Salon in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,4f15f1e9-5317-4548-8aa7-5f77186031d6
103,100,A,high,Meraki Nail Salon,beauty salon,Kelseyville,(707) 533-7570,theglitterboxsalon@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Meraki Nail Salon in Kelseyville and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,b0329f9d-d071-4de3-ab48-9c3eca993889
104,100,A,high,Moonstone Hair Studio,beauty salon,Lakeport,(707) 533-0460,,No real website; high-fit niche; has phone,"Hi, I came across Moonstone Hair Studio in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,590892d0-6cc4-4635-b7c4-36b710292901
105,100,A,high,NCY beauty Salon,beauty salon,Ukiah,(707) 272-8707,ncyhairsalon@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across NCY beauty Salon in Ukiah and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,7acfed83-0768-4e15-9092-50a8becaafb6
